drug1,drug2,interaction_description,smiles1,smiles2
Clarithromycin,Norfloxacin,Clarithromycin may increase the QTc-prolonging activities of Norfloxacin.,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Ziprasidone,Norfloxacin,Ziprasidone may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Dronedarone,Norfloxacin,Dronedarone may increase the QTc-prolonging activities of Norfloxacin.,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Lumefantrine,Norfloxacin,Lumefantrine may increase the QTc-prolonging activities of Norfloxacin.,CCCCN(CCCC)CC(C1=CC(=CC2=C1C3=C(C2=CC4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Fluoxetine,Norfloxacin,Fluoxetine may increase the QTc-prolonging activities of Norfloxacin.,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Artemether,Norfloxacin,Artemether may increase the QTc-prolonging activities of Norfloxacin.,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Eliglustat,Norfloxacin,Eliglustat may increase the QTc-prolonging activities of Norfloxacin.,CCCCCCCC(=O)NC(CN1CCCC1)C(C2=CC3=C(C=C2)OCCO3)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Saquinavir,Norfloxacin,Saquinavir may increase the QTc-prolonging activities of Norfloxacin.,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Lovastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Lovastatin.,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Dihydroergotamine,Norfloxacin,The risk or severity of adverse effects can be increased when Dihydroergotamine is combined with Norfloxacin.,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Tetrabenazine,Norfloxacin,Tetrabenazine may increase the QTc-prolonging activities of Norfloxacin.,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Pimozide,Norfloxacin,Pimozide may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Asenapine,Norfloxacin,Asenapine may increase the QTc-prolonging activities of Norfloxacin.,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Quetiapine,Norfloxacin,Quetiapine may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Iloperidone,Norfloxacin,Iloperidone may increase the QTc-prolonging activities of Norfloxacin.,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Paliperidone,Norfloxacin,Paliperidone may increase the QTc-prolonging activities of Norfloxacin.,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Flupentixol,Norfloxacin,Flupentixol may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Zuclopenthixol,Norfloxacin,Zuclopenthixol may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Thioridazine,Norfloxacin,Thioridazine may increase the QTc-prolonging activities of Norfloxacin.,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Lisuride,Norfloxacin,The risk or severity of adverse effects can be increased when Lisuride is combined with Norfloxacin.,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Ergometrine,Norfloxacin,The risk or severity of adverse effects can be increased when Ergometrine is combined with Norfloxacin.,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Methylergometrine,Norfloxacin,The risk or severity of adverse effects can be increased when Methylergometrine is combined with Norfloxacin.,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Ergotamine,Norfloxacin,The risk or severity of adverse effects can be increased when Ergotamine is combined with Norfloxacin.,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Pergolide,Norfloxacin,The risk or severity of adverse effects can be increased when Pergolide is combined with Norfloxacin.,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Domperidone,Norfloxacin,Domperidone may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Dofetilide,Norfloxacin,Dofetilide may increase the QTc-prolonging activities of Norfloxacin.,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Cisapride,Norfloxacin,Cisapride may increase the QTc-prolonging activities of Norfloxacin.,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Telavancin,Norfloxacin,Telavancin may increase the QTc-prolonging activities of Norfloxacin.,CCCCCCCCCCNCCNC1(CC(OC(C1O)C)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C(=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)CNCP(=O)(O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Bedaquiline,Norfloxacin,Bedaquiline may increase the QTc-prolonging activities of Norfloxacin.,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Ibutilide,Norfloxacin,Ibutilide may increase the QTc-prolonging activities of Norfloxacin.,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Propafenone,Norfloxacin,Propafenone may increase the QTc-prolonging activities of Norfloxacin.,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Flecainide,Norfloxacin,Flecainide may increase the QTc-prolonging activities of Norfloxacin.,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Procainamide,Norfloxacin,Procainamide may increase the QTc-prolonging activities of Norfloxacin.,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Escitalopram,Norfloxacin,Escitalopram may increase the QTc-prolonging activities of Norfloxacin.,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Rilpivirine,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Rilpivirine.,CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Nicergoline,Norfloxacin,The risk or severity of adverse effects can be increased when Nicergoline is combined with Norfloxacin.,CN1CC(CC2(C1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Pravastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Pravastatin.,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Simvastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Simvastatin.,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Pitavastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Pitavastatin.,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Fluvastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Fluvastatin.,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Rosuvastatin,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Rosuvastatin.,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Methysergide,Norfloxacin,The risk or severity of adverse effects can be increased when Methysergide is combined with Norfloxacin.,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Tolvaptan,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Tolvaptan.,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Methadone,Norfloxacin,Methadone may increase the QTc-prolonging activities of Norfloxacin.,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Haloperidol,Norfloxacin,Haloperidol may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Telithromycin,Norfloxacin,Telithromycin may increase the QTc-prolonging activities of Norfloxacin.,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Erythromycin,Norfloxacin,Erythromycin may increase the QTc-prolonging activities of Norfloxacin.,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Cyclosporine,Norfloxacin,The metabolism of Norfloxacin can be decreased when combined with Cyclosporine.,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Clozapine,Norfloxacin,Clozapine may increase the QTc-prolonging activities of Norfloxacin.,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Chlorpromazine,Norfloxacin,Chlorpromazine may increase the QTc-prolonging activities of Norfloxacin.,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Promazine,Norfloxacin,Promazine may increase the QTc-prolonging activities of Norfloxacin.,CN(C)CCCN1C2=CC=CC=C2SC3=CC=CC=C31,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Azithromycin,Norfloxacin,Azithromycin may increase the QTc-prolonging activities of Norfloxacin.,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Tizanidine,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Tizanidine.,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Ondansetron,Norfloxacin,Ondansetron may increase the QTc-prolonging activities of Norfloxacin.,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Droperidol,Norfloxacin,Droperidol may increase the QTc-prolonging activities of Norfloxacin.,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Gadobenic acid,Norfloxacin,Gadobenic acid may increase the QTc-prolonging activities of Norfloxacin.,[H+].[H+].C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Perflutren,Norfloxacin,Perflutren may increase the QTc-prolonging activities of Norfloxacin.,C(C(F)(F)F)(C(F)(F)F)(F)F,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Granisetron,Norfloxacin,Granisetron may increase the QTc-prolonging activities of Norfloxacin.,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Primaquine,Norfloxacin,Primaquine may increase the QTc-prolonging activities of Norfloxacin.,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Dolasetron,Norfloxacin,Dolasetron may increase the QTc-prolonging activities of Norfloxacin.,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Caffeine,Norfloxacin,The serum concentration of Norfloxacin can be increased when it is combined with Caffeine.,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Nitrofurantoin,Norfloxacin,The therapeutic efficacy of Norfloxacin can be decreased when used in combination with Nitrofurantoin.,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Tiaprofenic acid,Enoxacin,Tiaprofenic acid may increase the neuroexcitatory activities of Enoxacin.,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Carprofen,Enoxacin,Carprofen may increase the neuroexcitatory activities of Enoxacin.,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Cyclophosphamide,Enoxacin,Cyclophosphamide may increase the cardiotoxic activities of Enoxacin.,C1CNP(=O)(OC1)N(CCCl)CCCl,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Paclitaxel,Enoxacin,The risk or severity of adverse effects can be increased when Paclitaxel is combined with Enoxacin.,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Docetaxel,Enoxacin,The risk or severity of adverse effects can be increased when Docetaxel is combined with Enoxacin.,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Cabazitaxel,Enoxacin,The risk or severity of adverse effects can be increased when Cabazitaxel is combined with Enoxacin.,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Acarbose,Enoxacin,Acarbose may increase the hypoglycemic activities of Enoxacin.,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Sunitinib,Enoxacin,Sunitinib may increase the hypoglycemic activities of Enoxacin.,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Prednisolone,Enoxacin,The risk or severity of adverse effects can be increased when Prednisolone is combined with Enoxacin.,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Dexamethasone,Enoxacin,The risk or severity of adverse effects can be increased when Dexamethasone is combined with Enoxacin.,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Prednisone,Enoxacin,The risk or severity of adverse effects can be increased when Prednisone is combined with Enoxacin.,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Methylprednisolone,Enoxacin,The risk or severity of adverse effects can be increased when Methylprednisolone is combined with Enoxacin.,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Formestane,Enoxacin,The risk or severity of adverse effects can be increased when Formestane is combined with Enoxacin.,CC12CCC(=O)C(=C1CCC3C2CCC4(C3CCC4=O)C)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Mesalazine,Enoxacin,Mesalazine may increase the neuroexcitatory activities of Enoxacin.,C1=CC(=C(C=C1N)C(=O)O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Balsalazide,Enoxacin,Balsalazide may increase the neuroexcitatory activities of Enoxacin.,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Olsalazine,Enoxacin,Olsalazine may increase the neuroexcitatory activities of Enoxacin.,C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Resveratrol,Enoxacin,Resveratrol may increase the neuroexcitatory activities of Enoxacin.,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Masoprocol,Enoxacin,Masoprocol may increase the neuroexcitatory activities of Enoxacin.,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Sulindac,Enoxacin,Sulindac may increase the neuroexcitatory activities of Enoxacin.,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Pirfenidone,Enoxacin,Pirfenidone may increase the neuroexcitatory activities of Enoxacin.,CC1=CN(C(=O)C=C1)C2=CC=CC=C2,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Mycophenolate mofetil,Enoxacin,Mycophenolate mofetil may increase the neuroexcitatory activities of Enoxacin.,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)OCCN3CCOCC3)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Leflunomide,Enoxacin,Leflunomide may increase the neuroexcitatory activities of Enoxacin.,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Vemurafenib,Enoxacin,The risk or severity of QTc prolongation can be increased when Vemurafenib is combined with Enoxacin.,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Warfarin,Enoxacin,Warfarin may increase the anticoagulant activities of Enoxacin.,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Phenprocoumon,Enoxacin,Phenprocoumon may increase the anticoagulant activities of Enoxacin.,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Phenindione,Enoxacin,Phenindione may increase the anticoagulant activities of Enoxacin.,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Acenocoumarol,Enoxacin,Acenocoumarol may increase the anticoagulant activities of Enoxacin.,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Dicoumarol,Enoxacin,Dicoumarol may increase the anticoagulant activities of Enoxacin.,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Nafamostat,Enoxacin,Nafamostat may increase the neuroexcitatory activities of Enoxacin.,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Rosiglitazone,Enoxacin,Rosiglitazone may increase the hypoglycemic activities of Enoxacin.,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
Nimesulide,Enoxacin,Nimesulide may increase the neuroexcitatory activities of Enoxacin.,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
